Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-25 12:50:30.394;Femme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;Très rarement;3 x par semaine;1 x par jour;Très rarement;Très rarement;Très rarement;3 x par semaine;Très rarement;Oui;Gout, Le prix;Je regarde le prix;;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Manger varié = pas manger que des tomates / manger des fruits légumes, protéines, fibres… ;Des nuggets végétales (riches en fibres et protéines) des légumes (haricots verts, ratatouille) et du blé ;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Manger moins de pain moins de fromage et moins de pizza ;Diminution importante de là consommation de viande pour la cause animale / manger équilibré pour diminuer les boutons, le poids et les maux de ventre ;Non;;;Parce qu’ils n’ont pas envie 
2021-11-25 12:53:52.493;Femme;35-60;Rural;Sud;Bac +5;Salarié;;;;Non;False;False;False;1 x par jour;A tous les repas;1 x par semaine;5 x par semaine;5 x par semaine;1 x par semaine;5 x par semaine;Très rarement;Très rarement;Oui;Gout, Santé;Je regarde la provenance du produit;;Non;Oui je connais;;Non;;Oui;Oui;Viande légumes fruits féculents , varié  coloré ;Mâche avocat crevette truite fumée tomate quinoa;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Enlever sucre  et moins de gras;Plus de féculent l’hiver sinon fatigué ;Oui;;;Trop cher 
2021-11-25 13:22:06.246;Homme;18-34;Citad;Sud;Bac +5;Etudiant;;;;Oui;True;False;True;3 x par semaine;1 x par jour;A tous les repas;1 x par jour;Jamais;Jamais;1 x par semaine;1 x par semaine;Jamais;Oui;Gout, Aliment rassasiant;Je me fie à l'attrait du marketing, Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Éviter de manger trop gras trop sucré ou trop salé ;Oui;Oui;Bien repartir les macronutriments  sur sa journée ;Avocat pain saint Moret Riz thon mayonnaise, yaourt ou compote ;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Créer un déficit calorique ;Augmenter mon apport calorique pour prendre du poids, manger plus souvent ;Non;;;Peur , n’y pense pas, pas envie de changer, question de facilité 
2021-11-25 13:24:23.159;Homme;35-60;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;3 x par semaine;5 x par semaine;5 x par semaine;1 x par jour;1 x par semaine;3 x par semaine;1 x par semaine;1 x par jour;Jamais;Non;Gout;Je me fie à l'attrait du marketing;Je regarde pas ;Non;Je n'applique pas;;Oui;L'abus d'alcool est dangereux pour la santé ;Oui;Oui;Entree plat dessert;Salade riz poulet mandarine ;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;J'arrête l'alcool ;"

";Non;;;Ils sont fou !
2021-11-25 13:29:09.871;Femme;18-34;Citad;Sud;Bac+3;Etudiant;;;;Non;False;False;False;3 x par semaine;Jamais;1 x par jour;1 x par semaine;3 x par semaine;3 x par semaine;Très rarement;5 x par semaine;Jamais;Non;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Pas fan de légumes;Oui;Sur l'alcool, les produits laitiers;Oui;Oui;Pas trop gras;Soupe de tomates ;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Arreter de commander Uber Eats;Nope;Non;;;Cher, diplome pas toujours officiel, diététicien = regime dans l'inconscient collectif
2021-11-25 13:39:12.175;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;A tous les repas;A tous les repas;A tous les repas;3 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Jamais;Oui;Gout;Je regarde l'étiquette nutritionelle;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;Ne las manger trop gras trop salé trop sucré;Oui;Oui;Manger de tout;Des légumes, des féculents, une source de protéine animales;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Moins d'alcool, moins de féculents;Baisse des féculents pour limiter la prise de poids.;Non;;;Le prix.
2021-11-25 13:46:37.487;Femme;18-34;Citad;Sud;Bac+3;Chomeur;;;;Oui;True;False;False;A tous les repas;5 x par semaine;5 x par semaine;3 x par semaine;Jamais;Jamais;Très rarement;Jamais;Jamais;Oui;Santé;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Crudivorisme;Oui;Oui;Le moins de toxines (viande, café, sel, sucre...) Possible;Légumes / féculent / legumineuses;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Jeune intermittant;Manger cru pour me sentir + vivante ;Non;;;Parce qu'on peut être autodidacte
2021-11-25 13:48:14.914;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;3 x par semaine;3 x par semaine;A tous les repas;1 x par jour;5 x par semaine;1 x par semaine;Très rarement;Jamais;Très rarement;Non;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;;Non;;Oui;Oui;Manger une fois de chaque chose en évitant au maximum le sucre ;Salade + viande blanche Légume féculent + un fruit;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Arrêter l'alcool. Supprimer les sucre et les féculents. Ne pas grignoter entre les repas. Bien manger au petit déjeuner et faire un déjeuner léger. ;Non;Oui;;;Je ne sais pas
2021-11-25 13:56:38.512;Homme;35-60;Rural;Nord;Bac+3;Salarié;;;;Oui;True;False;False;A tous les repas;1 x par jour;A tous les repas;3 x par semaine;Jamais;Jamais;Très rarement;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Contenance en sucre, sel ;Non;Oui je connais, Je n'applique pas;Parce que j’en mange davantage !;Non;;Oui;Oui;Manger local, varié, de saison, assaisonné ;Riz lentilles haricots verts, carottes râpées, compote de pommes;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Limiter la consommation en sucre, en sel;Plus de viande depuis plusieurs années pour la cause animale et le végétarisme qui est complètement adapté à notre vie;Oui;;;Ils ne sont pas forcément au courant. Ils n’ont pas l’argent pour certains.
2021-11-25 14:15:21.930;Femme;18-34;Citad;Sud;Bac+3;Salarié;;;;Non;False;False;False;1 x par semaine;Très rarement;A tous les repas;Très rarement;3 x par semaine;1 x par semaine;Jamais;Très rarement;Jamais;Non;Gout;Je regarde le prix, Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;;Oui;Privilégier la viande blanche, à 1 repas par jour.;Oui;Oui;Manger de tout : fruits légumes féculents et protéines dans un repas;Salade/soupe de légumes, riz/pâtes/ autres féculents, poulet et compote de pommes;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Réduire les féculents et les produits gras (beurre, crème,vhuile ...);Réduction de viande pour réduire l'empreinte carbone de l'élevage;Oui;;;Par peur de devoir payer trop cher les frais, ou bien parce qu'on pense que notre alimentation est équilibrée
2021-11-25 14:15:50.363;Femme;18-34;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;Très rarement;3 x par semaine;1 x par jour;3 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Gout, Le prix;Je regarde le prix;;Oui, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;;Oui, Non;éviter de manger trop gras, trop sucré, trop salé;Oui;Oui;manger varié;riz, saumon, fenouil vapeur;Non;Non;Oui;Non;Non;Non;Non;Non;Non;boire plus;non;Oui;;;manque de temps
2021-11-25 14:20:17.826;Femme;18-34;Rural;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;3 x par semaine;1 x par jour;1 x par semaine;3 x par semaine;1 x par jour;1 x par jour;Oui;Santé;Je me fie à l'attrait du marketing;Les calories ;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;Impossible;Oui;Ne pas manger trop gras, trop sucré, trop salé;Oui;Oui;Manger ce dont on a envie, ne pas se priver, mais en complétant toujours avec un légume ou fruit;Concombre tomate, viande blanche avec mélange de graines, yaourt fruit;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Arrêter le sucre et les produits gras, et pas de resto ;Pour prendre du muscle , plus de protéine ;Oui;;;Le déni 
2021-11-25 14:24:33.747;Femme;18-34;Rural;Sud;Bac+3;Salarié;;;;Non;False;False;False;3 x par semaine;5 x par semaine;5 x par semaine;1 x par jour;1 x par semaine;3 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Diversifier ;Repas du midi, viande rouge ou blanche, haricot vert, yourt, mandarine;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Supprimer les sucres non naturel;Non;Oui;;;Peur du jugement et de la frustration 
2021-11-25 14:26:03.883;Homme;-18;Citad;Nord;Brevet;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;1 x par semaine;A tous les repas;3 x par semaine;1 x par jour;1 x par jour;3 x par semaine;A tous les repas;Très rarement;Non;Le prix;Je regarde le prix;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Eau, viande, poisson frais, salade;Oui je connais, Je n'applique pas;trop chère;Non;;Oui;Oui;féculent et légumes a tout les repas;pates, frite, haricots..;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;sauter des repas;non;Oui;;;car ça coute de l'argent et les personnes avec probleme alimentaire on souevnt un revenu dans la moyenne
2021-11-25 14:35:28.339;Femme;35-60;Rural;Nord;Bac+3;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;1 x par jour;5 x par semaine;1 x par semaine;Jamais;Jamais;Jamais;Non;Le prix;Je regarde le prix;Je ne regarde pas;Non;Oui je connais;Trop cher;Oui;3 produits laitiers par jour;Oui;Oui;Manger les fruits et légumes de saisons;150g viande blanche, 2/3 legumes, 1/3 féculents, 1 fruit, 1produit laitier;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Arreter les gâteaux ;Non;Non;;;Peur echec
2021-11-25 15:00:41.624;Homme;18-34;Rural;Sud;Bac +5;Salarié;;;;Non;False;False;False;1 x par semaine;3 x par semaine;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Gout, Le prix;Je regarde la provenance du produit;;Non;Oui je connais, Je n'applique pas;;Oui;Pratiquer une activité physique régulière ;Oui;Oui;Produits frais et de qualité, varier les aliments;Crudité - viande féculent - yaourt - fruit frais;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui, Non;Réduire les calories ;Non;Non;;;Onéreux 
2021-11-25 15:08:21.570;Homme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;5 x par semaine;5 x par semaine;3 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;Jamais;Oui;Gout;Je regarde le prix;;Non;J'esaye d'appliquer;;Oui;Limiter les produits laitiers pour les adultes car ils engendrent des pathologies en vieillissant;Oui;Oui;Manger des fruits et légumes de saison, faire attention aux matières grasses utilisées et varier les apports énergétiques ;Une pièce de viande blanche type porc ou volaille, une poêlée de légumes, un petit morceaux de fromage avec du pain et un fruit ;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Manger plus sainement mais en quantités suffisantes et faire du sport pour accélérer mon métabolisme;Non;Oui;;;Ils pensent que le problème ne vient pas de leur alimentation ou que c'est une perte de temps
2021-11-25 15:27:29.774;Homme;18-34;Citad;Sud;Bac +5;Etudiant;Cadre;;;Non;False;False;False;5 x par semaine;3 x par semaine;1 x par jour;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;5 x par semaine;Jamais;Non;Le prix;Je regarde le prix;les calories;Non;J'esaye d'appliquer;;Non;;Oui;Oui;varier le type de nourriture consommée ;riz omelettes galettes de légumes maison;Non;Non;Oui;Non;Non;Non;Non;Non;Non;diminuer les quantités de féculents et augementer les légumes;non;Oui;;;pour avoir des conseils personnalisés car toutes les personnes n'ont pas les mêmes besoins nutritionnels 
2021-11-25 15:45:50.952;Homme;18-34;Citad;Nord;Bac +5;Cadre;;;;Non;False;False;False;5 x par semaine;1 x par jour;1 x par jour;5 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;1 x par jour;5 x par semaine;Oui;Gout, Aliment rassasiant;Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Pas trop gras, trop salé, trop sucré, limiter la viande;Poisson-fondue de poireaux;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Réduire alcool, fromage et charcuterie;Radis noir pour nettoyer le foie;Oui;;;Budget
2021-11-25 16:10:15.019;Femme;18-34;Rural;Sud;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;3 x par semaine;1 x par jour;3 x par semaine;1 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Jamais;Oui;Gout, Santé;Je regarde la provenance du produit;La quantité de sucre;Non;Je n'applique pas;Trop compliqué à appliquer ;Oui;Éviter le trop gras, trop sucré, trop salé ;Oui;Oui;Éviter les excès de sucre, gras, sel... Diversifier l'alimentation ;Salade en entrée, une viande blanche accompagnée d'un légume en plat et finir par un fruit ;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Absolument rien, plutôt compenser par le sport. La volonté de changer l'alimentation pour maigrir m'a toujours fais prendre du poids. ;Limiter le sucre hors fruits, car addiction au sucre importante ;Oui;;;La non acceptation que le problème est d'origine alimentaire 
2021-11-25 16:18:31.827;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;;;Oui;False;False;True;A tous les repas;5 x par semaine;A tous les repas;A tous les repas;3 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Oui, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;Je mange environ 4 fruits et légumes par jour;Non;;Oui;Oui;Mangez de tout raisonnablement sans se priver;Salade composée en entrée (salade verte,tomate,concombre, maïs) j'adapte avec des légumes de saison. Puis un morceau de veau avec une fondue de poireaux et du riz. En dessert un laitage et 1 fruits;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Je prendrai le temps de déjeuner le matin;Oui je previlegie les producteurs locaux pour limiter mon empreinte carbone et aussi la meilleure qualité des produits;Oui;;;Il associe diététicienne à régime or c'est faux 
2021-11-25 16:24:16.279;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;3 x par semaine;1 x par jour;1 x par jour;A tous les repas;1 x par semaine;3 x par semaine;5 x par semaine;5 x par semaine;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Catégorie, détails produit;Non;Oui je connais, J'esaye d'appliquer;Les produits sains sont plus chers;Oui;Boire au moins 2 litres d'eau / jour;Oui;Oui;Avoir une alimentation variée et pas trop riches en mauvaises calories;Pâtes, courgettes, Blanc de poulet;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Réduire l'apport calorique et rééquilibrer l'alimentation sainement;Peu ou pas de féculent le soir car moins faciles à digérer et donc à éliminer au niveau du métabolisme;Oui;;;Cher, manque de temps et de confiance
2021-11-25 16:53:50.784;Femme;18-34;Citad;Nord;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;1 x par semaine;1 x par jour;1 x par semaine;Très rarement;Très rarement;Très rarement;Très rarement;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Manger equilibré et varié;Oui;Oui;Avoir dans son assiette plusieurs catégories d'aliments, l'équilibre se fait sur plusieurs repas ;Legumes + Legumineuse + Féculent;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Diminuer la part de féculent et augmenter les protéines pour le rassasiement;Diminution des produits d'origine animal pour des raisons ethiques et ecologiques;Oui;;;Il y a beaucoup de tabous et d'idées préconçues sur l'alimentation, beaucoup de tout et n'importe quoi sur internet, les gens ne pensent pas à aller voir des dieteticiens quand nécessaire (+ le prix d'un diet, les personnes ayant des problèmes alimentaires ont souvent des revenus plus faibles donc pas les moyens d'avoir un diet)
2021-11-25 16:56:51.145;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;1 x par semaine;3 x par semaine;5 x par semaine;A tous les repas;5 x par semaine;1 x par semaine;3 x par semaine;Jamais;Jamais;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui, Non;Sucre salé ;Oui;Oui;Être saint;Riz poulet sauce crème ;Oui;Non;Oui;Oui, Non;Oui;Non;Non;Non;Oui;J’arrête de manger ou diminue ;Non;Non;;;Prix et pub mensongère 
2021-11-25 17:03:28.700;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;A tous les repas;3 x par semaine;A tous les repas;1 x par semaine;Très rarement;Très rarement;1 x par semaine;Jamais;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais;;Non;;Oui;Oui;Manger de tout, varié (y compris junk food);Salade composée maison (salade, tomates, légumes de saison, huile d'olive, vinaigre balsamique, sel), un bout de pain (pas industriel!), un bout de fromage (morbier, comté ou cancoillotte), un yaourt ou une compote (maison). Avec parfois un oeuf dur dans la salade ou du jambon, ou du poulet. ;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Je réduirais les doses (y compris tout en consommant de la junk food) pour éviter les effets pervers et rétroactifs du régime;Oui, je pense plus sucré et plus gras en période de menstruations;Non;;;Car ils ne considèrent pas cela nécessaire
2021-11-25 17:09:57.464;Femme;35-60;Citad;Sud;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;3 x par semaine;5 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Huiles pour les Omega,Oléagineux etc…;Protéines (viandes blanches,poisson,..)légumes crudités ;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Enlever les sucres rapides ;Sucres rapides pour les inflammations ;Oui;;;Le prix 
2021-11-25 17:17:36.971;Homme;18-34;Citad;Nord;Bac +5;Cadre;;;;Non;False;False;False;A tous les repas;1 x par jour;3 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Très rarement;Oui;Gout;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;"Eviter de consommer les mêmes ""types"" d'aliments";.;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Diminuer ma consomation de glucide/lipide;Non;Oui;;;Manque d'information et côté médical
2021-11-25 17:19:07.145;Femme;+60;Citad;Sud;Bac;Retraité;;;Salarié;Non;False;False;False;1 x par jour;1 x par jour;1 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Oui;Gout;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;TROP COMPLIQUE;Non;;Oui;Oui;MANGER DE TOUT EN PORTION RAISONNABLE;UN FILET DE POULET +CAROTTES VICHY+UN FRUIT;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;ALLEGER MES REPAS6 DIMINER LES PORTIONS;NON;Non;;; PRIX ET DIETETIQUE=RESTRICTIONS
2021-11-25 18:04:40.146;Homme;18-34;Rural;Sud;Bac;Chomeur;;;;Non;False;False;False;1 x par semaine;Très rarement;1 x par semaine;5 x par semaine;1 x par semaine;5 x par semaine;3 x par semaine;1 x par jour;1 x par jour;Non;Gout, Santé;Je regarde le prix, Je regarde la provenance du produit;Le score nutritionnelle ;Non, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier, Eau, viande, poisson frais, salade, Autres;Oui je connais, Je n'applique pas;Pas vraiment d’organisation ;Non;Aucune;Oui;Oui;Manger bien dormir bien. Manger bien vivre bien ;Des salades composées ;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Réduire les féculents, ainsi que les viandes rouge, et l’alcool ! ;L’alcool. Car c’est mauvais pour la santé (mais on aime);Oui;;;Manque d’argent et de temps.
2021-11-25 18:04:50.404;Femme;18-34;Citad;Nord;Bac +5;Etudiant;;;;Non;False;False;False;1 x par semaine;1 x par semaine;A tous les repas;A tous les repas;Très rarement;Très rarement;Jamais;Jamais;Jamais;Oui;Aliment rassasiant, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;Oui je connais, Je n'applique pas;Ça coûte trop cher, j'ai trop faim pour ne manger que des légumes ;Oui;Évitez de manger trop gras, trop sucré, trop salé ;Oui;Oui;Manger ce que j'ai envie de manger quand mon corps le réclame;Pâtes, tomates, courgettes, fromage, youart, eau , clémentine ;Non;Non;Non;Non;Non;Non;Non;Non;Non;Réduire mes portions de pâtes ;Je mange beaucoup de féculents parce que si je mange que des légumes je maigris trop.;Oui;;;Parce que les gens réagissent toujours quand c'est trop tard 
2021-11-25 18:21:02.660;Femme;18-34;Rural;Sud;Bac+3;Salarié;;;;Oui;True;False;False;A tous les repas;A tous les repas;Très rarement;Jamais;Jamais;Jamais;Jamais;Très rarement;Jamais;Oui;Santé;Je regarde la provenance du produit;Catégorie A ;Non;Oui je connais;Il faut + de 5 produits végétaux par jour, le produits laitiers c’est tes mauvais pour la santé. Je ne crois pas à leur publicité ;Non;;Oui;Oui;Vivre longtemps en meilleure santé ;Un smoothie de légumes crus verts, des legumineuses, du quinoa, des légumes crus frais, des fruits frais, de l’eau. ;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Manger mieux + de fruits ;Pas de sucre blanc pas industriel ;Oui;;;Car les diététiciens donnent des mauvais conseils selon moi ! Produits laitiers, viande (cholestérol), poisson (mercure), féculant (gluten? Maladie de chron?) Selon moi, c’est une bêtise, je ne ferai jamais confiance en a diététicien 
2021-11-25 18:21:18.182;Femme;35-60;Rural;Nord;Bac+3;Cadre;;;;Non;False;False;False;5 x par semaine;3 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;Très rarement;Très rarement;3 x par semaine;Jamais;Oui;Gout, Santé;Je regarde la provenance du produit;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Je n'applique pas;Pas possible avec mes déplacements pro;Non;;Oui;Oui;Manger de tout;Coleslaw / filet poulet avec crème moutarde pâtes /clémentines ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Aucune idée ;Je ne sais pas ;Oui;;;Trop de théories différentes 
2021-11-25 18:23:40.284;Femme;18-34;Citad;Sud;Bac +5;Chomeur;;;;Non;False;False;False;Très rarement;Très rarement;1 x par jour;1 x par semaine;3 x par semaine;1 x par semaine;Très rarement;5 x par semaine;Jamais;Non;Aliment rassasiant, Le prix;Je regarde le prix;;Non;Je n'applique pas;Je n’aime pas trop les légumes ;Oui;Ne mangez pas trop gras trop sucré trop salé ;Oui;Oui;Manger de tout ;Pâtes à la tomates avec un œuf cuit dans une piperade (sans ajout de matière grasse) ;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Supprimer les repas à emporter ;Je mangerais moins gras pour ma santé (cholestérol) ;Non;;;Un diététicien coûte cher 
2021-11-25 18:26:08.067;Femme;18-34;Rural;Sud;Bac;Etudiant;Salarié;;;Non;False;False;False;Jamais;3 x par semaine;1 x par jour;1 x par semaine;1 x par semaine;5 x par semaine;Jamais;A tous les repas;Jamais;Oui;Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;C'est dur de le faire ;Non;;Oui;Oui;Manger de tout, du poisson, des légumes, de la viande... ;Une entrée avec des sardines par exemple, en plat de la viande avec des pâtes et des légumes, puis en dessert un yaourt;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;Ne pas manger entre les repas, et sauter des repas;J'essaie de bien manger le matin, assez le midi et peu le soir. Je fais ça car j'ai du mal à dormir et que on me l'a recommander pour être bien;Oui;;;Parce que diététicien time avec regime 
2021-11-25 18:36:41.456;Femme;18-34;Rural;Nord;Bac;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;5 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Jamais;Oui;Santé;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Mangez de tout sans excès ;Oui;Oui;Avoir les apports suffisant pour ne manquer de rien;Une protéine un legume un feculent ou légumineuses ;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Stopper les plats préparés ;Réduire les produits transformés ;Oui;;;Trop de diététicien proposent encore des régimes draconiens
2021-11-25 18:37:10.690;Femme;18-34;Rural;Sud;Bac;Artisan;;;;Non;False;False;False;5 x par semaine;Très rarement;1 x par jour;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;1 x par jour;5 x par semaine;Non;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, Je n'applique pas;Pas le temps de cuisiner des légumes tout les jours ;Oui;Pas trop gras trop sale trop sucré ;Oui;Oui;Pas trop de féculant et pas de gateau industriel ect ;Haricots vert escalope de dinde, yaourt;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Arrêter les gâteaux et le coca et faire moins de plat en sauce;Non;Non;;;Ils ne pensent pas suivre les conseils et le prix 
2021-11-25 18:53:13.182;Femme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;5 x par semaine;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;1 x par semaine;A tous les repas;Très rarement;Oui;Gout, Santé;Je regarde le prix;;Produit laitier, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;;Oui;Manger moins sucré, moins salé;Oui;Oui;Manger de tous, avoir feculant, viande, légumes ;Salade composée (laitue, tomates, carottes, concombre) avec du riz et une viande ;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Réduire mes portions ;J'essaies déjà de réduire les portions et le sel. Je ne sel jamais mes plats. Dans le but de perdre du poids;Oui;;;On est tombé dans une routine alimentaire, on n'arrive plus à manger varié et équilibré et on ne mange vraiment que ce qui nous fait plaisir (gras / très salé) et il faut qu'on réaprenne à manger autrement 
2021-11-25 19:05:58.400;Femme;35-60;Rural;Nord;Bac+3;Salarié;;;;Non;False;False;False;3 x par semaine;1 x par semaine;5 x par semaine;Jamais;3 x par semaine;3 x par semaine;3 x par semaine;Jamais;Jamais;Oui;Gout, Le prix;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Flexitarien;Oui;Oui;Heures fixes et repas sain fait maison;Poisson pdt haricot vert ;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Arrêter le sucre;Moins de viande, j essaye d être flexitarienne;Oui;;;Question budget
